Date,Portfolio_ID,Client_ID,Ending_NAV_USD_M,Monthly_Return,Benchmark_Monthly_Return,Net_Cash_Flow_USD_M,Benchmark
2023-02-28,P-156,CLT-1019,100.16,-0.0104,-0.00458,0.0,MSCI World
2023-03-31,P-156,CLT-1019,101.632,0.0147,0.01216,0.0,MSCI World
2023-04-30,P-156,CLT-1019,101.923,0.00286,0.01566,0.0,MSCI World
2023-05-31,P-156,CLT-1019,105.611,0.03619,0.0336,0.0,MSCI World
2023-06-30,P-156,CLT-1019,99.167,-0.06101,-0.05542,0.0,MSCI World
2023-07-31,P-156,CLT-1019,99.588,0.00424,0.00794,0.0,MSCI World
2023-08-31,P-156,CLT-1019,97.937,-0.01657,-0.01941,0.0,MSCI World
2023-09-30,P-156,CLT-1019,91.843,-0.06222,-0.06255,0.0,MSCI World
2023-10-31,P-156,CLT-1019,97.042,0.0566,0.04949,0.0,MSCI World
2023-11-30,P-156,CLT-1019,95.728,-0.01354,-0.00657,0.0,MSCI World
2023-12-31,P-156,CLT-1019,97.407,0.01754,0.01832,0.0,MSCI World
2024-01-31,P-156,CLT-1019,99.517,0.02166,0.01569,0.0,MSCI World
2024-02-29,P-156,CLT-1019,99.163,-0.00355,-0.00585,0.0,MSCI World
2024-03-31,P-156,CLT-1019,108.443,0.09358,0.09084,0.0,MSCI World
2024-04-30,P-156,CLT-1019,109.926,0.01368,0.00619,0.0,MSCI World
2024-05-31,P-156,CLT-1019,103.321,-0.06009,-0.05705,0.0,MSCI World
2024-06-30,P-156,CLT-1019,101.967,-0.0131,-0.00859,0.0,MSCI World
2024-07-31,P-156,CLT-1019,105.319,0.03287,0.02908,0.0,MSCI World
2024-08-31,P-156,CLT-1019,108.394,0.0292,0.03046,0.0,MSCI World
2024-09-30,P-156,CLT-1019,105.167,-0.02977,-0.03737,0.0,MSCI World
2024-10-31,P-156,CLT-1019,110.365,0.04943,0.04707,0.0,MSCI World
2024-11-30,P-156,CLT-1019,102.62,-0.07018,-0.06562,0.0,MSCI World
2024-12-31,P-156,CLT-1019,108.592,0.05819,0.05606,0.0,MSCI World
2025-01-31,P-156,CLT-1019,102.776,-0.05356,-0.04706,0.0,MSCI World
2025-02-28,P-156,CLT-1019,103.297,0.00507,-0.0013,0.0,MSCI World
2025-03-31,P-156,CLT-1019,107.716,0.04278,0.05273,0.0,MSCI World
2025-04-30,P-156,CLT-1019,110.028,0.02146,0.01317,0.0,MSCI World
2025-05-31,P-156,CLT-1019,114.909,0.04437,0.04235,0.0,MSCI World
2025-06-30,P-156,CLT-1019,118.667,0.0327,0.03406,0.0,MSCI World
2025-07-31,P-156,CLT-1019,126.629,0.0671,0.06201,0.0,MSCI World
2025-08-31,P-156,CLT-1019,133.717,0.05597,0.05263,0.0,MSCI World
2025-09-30,P-156,CLT-1019,133.478,-0.00179,-0.01083,0.0,MSCI World
2025-10-31,P-156,CLT-1019,139.302,0.04364,0.03466,0.0,MSCI World
2025-11-30,P-156,CLT-1019,131.85,-0.0535,-0.05573,0.0,MSCI World
2025-12-31,P-156,CLT-1019,131.778,-0.00054,0.00574,0.0,MSCI World
2026-01-31,P-156,CLT-1019,136.844,0.03844,0.04243,0.0,MSCI World
2026-02-28,P-156,CLT-1019,138.63,0.01305,0.01377,0.0,MSCI World
2021-01-31,P-157,CLT-1019,316.278,0.02098,0.01155,-11.92,Bloomberg Global Aggregate
2021-02-28,P-157,CLT-1019,315.328,-0.00301,-0.00084,0.0,Bloomberg Global Aggregate
2021-03-31,P-157,CLT-1019,322.521,0.02281,0.02435,0.0,Bloomberg Global Aggregate
2021-04-30,P-157,CLT-1019,327.964,0.01688,0.00166,14.94,Bloomberg Global Aggregate
2021-05-31,P-157,CLT-1019,326.297,-0.00508,-0.00557,0.0,Bloomberg Global Aggregate
2021-06-30,P-157,CLT-1019,331.611,0.01628,0.0198,0.0,Bloomberg Global Aggregate
2021-07-31,P-157,CLT-1019,326.283,-0.01607,-0.0232,0.0,Bloomberg Global Aggregate
2021-08-31,P-157,CLT-1019,330.661,0.01342,0.01257,0.0,Bloomberg Global Aggregate
2021-09-30,P-157,CLT-1019,322.194,-0.02561,-0.01639,0.0,Bloomberg Global Aggregate
2021-10-31,P-157,CLT-1019,333.88,0.03627,0.02715,0.0,Bloomberg Global Aggregate
2021-11-30,P-157,CLT-1019,331.845,-0.0061,-0.00173,0.0,Bloomberg Global Aggregate
2021-12-31,P-157,CLT-1019,334.268,0.0073,0.0057,0.0,Bloomberg Global Aggregate
2022-01-31,P-157,CLT-1019,333.154,-0.00333,-0.00409,0.0,Bloomberg Global Aggregate
2022-02-28,P-157,CLT-1019,318.151,-0.04503,-0.04804,-21.36,Bloomberg Global Aggregate
2022-03-31,P-157,CLT-1019,305.648,-0.0393,-0.02404,0.0,Bloomberg Global Aggregate
2022-04-30,P-157,CLT-1019,307.632,0.00649,0.00775,-12.8,Bloomberg Global Aggregate
2022-05-31,P-157,CLT-1019,312.003,0.01421,0.00445,0.0,Bloomberg Global Aggregate
2022-06-30,P-157,CLT-1019,313.344,0.0043,-0.00652,0.0,Bloomberg Global Aggregate
2022-07-31,P-157,CLT-1019,299.757,-0.04336,-0.03715,0.0,Bloomberg Global Aggregate
2022-08-31,P-157,CLT-1019,301.967,0.00737,-0.00085,0.0,Bloomberg Global Aggregate
2022-09-30,P-157,CLT-1019,301.085,-0.00292,0.00155,0.0,Bloomberg Global Aggregate
2022-10-31,P-157,CLT-1019,297.321,-0.0125,-0.01095,0.0,Bloomberg Global Aggregate
2022-11-30,P-157,CLT-1019,300.282,0.00996,0.01112,0.0,Bloomberg Global Aggregate
2022-12-31,P-157,CLT-1019,293.507,-0.02256,-0.02466,0.0,Bloomberg Global Aggregate
2023-01-31,P-157,CLT-1019,294.22,0.00243,-0.0064,0.0,Bloomberg Global Aggregate
2023-02-28,P-157,CLT-1019,282.396,-0.04019,-0.04345,0.0,Bloomberg Global Aggregate
2023-03-31,P-157,CLT-1019,288.255,0.02075,0.02043,0.0,Bloomberg Global Aggregate
2023-04-30,P-157,CLT-1019,293.336,0.01763,0.00906,0.0,Bloomberg Global Aggregate
2023-05-31,P-157,CLT-1019,283.605,-0.03317,-0.02839,0.0,Bloomberg Global Aggregate
2023-06-30,P-157,CLT-1019,275.34,-0.02914,-0.02983,0.0,Bloomberg Global Aggregate
2023-07-31,P-157,CLT-1019,274.123,-0.00442,-0.01321,0.0,Bloomberg Global Aggregate
2023-08-31,P-157,CLT-1019,280.517,0.02333,0.01806,0.0,Bloomberg Global Aggregate
2023-09-30,P-157,CLT-1019,279.195,-0.00471,-0.00247,0.0,Bloomberg Global Aggregate
2023-10-31,P-157,CLT-1019,273.031,-0.02208,-0.01193,0.0,Bloomberg Global Aggregate
2023-11-30,P-157,CLT-1019,269.729,-0.01209,-0.01571,0.0,Bloomberg Global Aggregate
2023-12-31,P-157,CLT-1019,262.394,-0.02719,-0.01655,0.0,Bloomberg Global Aggregate
2024-01-31,P-157,CLT-1019,253.618,-0.03345,-0.03312,0.0,Bloomberg Global Aggregate
2024-02-29,P-157,CLT-1019,251.254,-0.00932,-0.01949,-18.07,Bloomberg Global Aggregate
2024-03-31,P-157,CLT-1019,248.454,-0.01115,-0.01692,0.0,Bloomberg Global Aggregate
2024-04-30,P-157,CLT-1019,248.945,0.00198,0.01598,0.0,Bloomberg Global Aggregate
2024-05-31,P-157,CLT-1019,249.653,0.00284,6e-05,0.0,Bloomberg Global Aggregate
2024-06-30,P-157,CLT-1019,246.293,-0.01346,-0.01232,0.0,Bloomberg Global Aggregate
2024-07-31,P-157,CLT-1019,255.693,0.03817,0.04651,0.0,Bloomberg Global Aggregate
2024-08-31,P-157,CLT-1019,254.289,-0.00549,-0.00929,0.0,Bloomberg Global Aggregate
2024-09-30,P-157,CLT-1019,260.044,0.02263,0.02507,0.0,Bloomberg Global Aggregate
2024-10-31,P-157,CLT-1019,268.156,0.03119,0.03358,0.0,Bloomberg Global Aggregate
2024-11-30,P-157,CLT-1019,261.697,-0.02408,-0.02629,0.0,Bloomberg Global Aggregate
2024-12-31,P-157,CLT-1019,261.987,0.0011,0.00455,-11.98,Bloomberg Global Aggregate
2025-01-31,P-157,CLT-1019,260.795,-0.00455,-0.00654,0.0,Bloomberg Global Aggregate
2025-02-28,P-157,CLT-1019,257.854,-0.01128,-0.00807,0.0,Bloomberg Global Aggregate
2025-03-31,P-157,CLT-1019,260.638,0.0108,0.01359,0.0,Bloomberg Global Aggregate
2025-04-30,P-157,CLT-1019,260.702,0.00024,-0.00852,0.0,Bloomberg Global Aggregate
2025-05-31,P-157,CLT-1019,261.586,0.00339,-0.00614,-14.3,Bloomberg Global Aggregate
2025-06-30,P-157,CLT-1019,258.55,-0.01161,1e-05,0.0,Bloomberg Global Aggregate
2025-07-31,P-157,CLT-1019,259.344,0.00307,-0.00384,0.0,Bloomberg Global Aggregate
2025-08-31,P-157,CLT-1019,257.521,-0.00703,-0.01885,10.4,Bloomberg Global Aggregate
2025-09-30,P-157,CLT-1019,265.536,0.03112,0.0181,0.0,Bloomberg Global Aggregate
2025-10-31,P-157,CLT-1019,272.982,0.02804,0.02284,0.0,Bloomberg Global Aggregate
2025-11-30,P-157,CLT-1019,273.776,0.00291,0.00961,0.0,Bloomberg Global Aggregate
2025-12-31,P-157,CLT-1019,274.358,0.00213,-0.0039,0.0,Bloomberg Global Aggregate
2026-01-31,P-157,CLT-1019,270.146,-0.01535,-0.01007,0.0,Bloomberg Global Aggregate
2026-02-28,P-157,CLT-1019,267.08,-0.01135,-0.01004,0.0,Bloomberg Global Aggregate
2021-01-31,P-158,CLT-1019,382.089,-0.0559,-0.06004,0.0,MSCI World
2021-02-28,P-158,CLT-1019,389.787,0.02015,0.03127,0.0,MSCI World
2021-03-31,P-158,CLT-1019,419.646,0.07661,0.09212,0.0,MSCI World
2021-04-30,P-158,CLT-1019,437.865,0.04342,0.0382,0.0,MSCI World
2021-05-31,P-158,CLT-1019,443.012,0.01175,-0.01147,0.0,MSCI World
2021-06-30,P-158,CLT-1019,463.137,0.04543,0.03022,0.0,MSCI World
2021-07-31,P-158,CLT-1019,502.186,0.08431,0.076,0.0,MSCI World
2021-08-31,P-158,CLT-1019,545.231,0.08572,0.0739,0.0,MSCI World
2021-09-30,P-158,CLT-1019,530.822,-0.02643,-0.03385,0.0,MSCI World
2021-10-31,P-158,CLT-1019,549.154,0.03453,0.02953,0.0,MSCI World
2021-11-30,P-158,CLT-1019,555.921,0.01232,0.00155,0.0,MSCI World
2021-12-31,P-158,CLT-1019,569.022,0.02357,0.04193,0.0,MSCI World
2022-01-31,P-158,CLT-1019,575.288,0.01101,0.00922,0.0,MSCI World
2022-02-28,P-158,CLT-1019,513.249,-0.10784,-0.10602,29.94,MSCI World
2022-03-31,P-158,CLT-1019,502.388,-0.02116,-0.0214,0.0,MSCI World
2022-04-30,P-158,CLT-1019,499.762,-0.00523,0.00148,0.0,MSCI World
2022-05-31,P-158,CLT-1019,469.297,-0.06096,-0.06687,0.0,MSCI World
2022-06-30,P-158,CLT-1019,472.206,0.0062,0.01749,0.0,MSCI World
2022-07-31,P-158,CLT-1019,435.25,-0.07826,-0.07063,0.0,MSCI World
2022-08-31,P-158,CLT-1019,413.734,-0.04943,-0.04025,0.0,MSCI World
2022-09-30,P-158,CLT-1019,438.409,0.05964,0.04931,-10.6,MSCI World
2022-10-31,P-158,CLT-1019,418.789,-0.04475,-0.04383,0.0,MSCI World
2022-11-30,P-158,CLT-1019,423.184,0.01049,0.01719,0.0,MSCI World
2022-12-31,P-158,CLT-1019,386.871,-0.08581,-0.08023,0.0,MSCI World
2023-01-31,P-158,CLT-1019,423.453,0.09456,0.09529,0.0,MSCI World
2023-02-28,P-158,CLT-1019,430.014,0.01549,-0.00458,-18.11,MSCI World
2023-03-31,P-158,CLT-1019,428.074,-0.00451,0.01216,30.64,MSCI World
2023-04-30,P-158,CLT-1019,438.163,0.02357,0.01566,0.0,MSCI World
2023-05-31,P-158,CLT-1019,455.202,0.03889,0.0336,0.0,MSCI World
2023-06-30,P-158,CLT-1019,424.455,-0.06755,-0.05542,20.67,MSCI World
2023-07-31,P-158,CLT-1019,435.5,0.02602,0.00794,-12.11,MSCI World
2023-08-31,P-158,CLT-1019,429.729,-0.01325,-0.01941,0.0,MSCI World
2023-09-30,P-158,CLT-1019,399.71,-0.06986,-0.06255,0.0,MSCI World
2023-10-31,P-158,CLT-1019,409.627,0.02481,0.04949,0.0,MSCI World
2023-11-30,P-158,CLT-1019,407.822,-0.0044,-0.00657,0.0,MSCI World
2023-12-31,P-158,CLT-1019,414.742,0.01697,0.01832,0.0,MSCI World
2024-01-31,P-158,CLT-1019,415.435,0.00167,0.01569,0.0,MSCI World
2024-02-29,P-158,CLT-1019,407.11,-0.02004,-0.00585,0.0,MSCI World
2024-03-31,P-158,CLT-1019,448.32,0.10123,0.09084,0.0,MSCI World
2024-04-30,P-158,CLT-1019,439.477,-0.01972,0.00619,0.0,MSCI World
2024-05-31,P-158,CLT-1019,415.842,-0.05378,-0.05705,0.0,MSCI World
2024-06-30,P-158,CLT-1019,410.944,-0.01178,-0.00859,-19.21,MSCI World
2024-07-31,P-158,CLT-1019,425.204,0.0347,0.02908,0.0,MSCI World
2024-08-31,P-158,CLT-1019,436.217,0.0259,0.03046,0.0,MSCI World
2024-09-30,P-158,CLT-1019,421.224,-0.03437,-0.03737,0.0,MSCI World
2024-10-31,P-158,CLT-1019,436.704,0.03675,0.04707,0.0,MSCI World
2024-11-30,P-158,CLT-1019,407.432,-0.06703,-0.06562,0.0,MSCI World
2024-12-31,P-158,CLT-1019,432.517,0.06157,0.05606,0.0,MSCI World
2025-01-31,P-158,CLT-1019,412.667,-0.04589,-0.04706,0.0,MSCI World
2025-02-28,P-158,CLT-1019,413.826,0.00281,-0.0013,-15.43,MSCI World
2025-03-31,P-158,CLT-1019,430.389,0.04002,0.05273,0.0,MSCI World
2025-04-30,P-158,CLT-1019,432.458,0.00481,0.01317,0.0,MSCI World
2025-05-31,P-158,CLT-1019,447.251,0.03421,0.04235,0.0,MSCI World
2025-06-30,P-158,CLT-1019,460.549,0.02973,0.03406,0.0,MSCI World
2025-07-31,P-158,CLT-1019,496.792,0.07869,0.06201,0.0,MSCI World
2025-08-31,P-158,CLT-1019,520.291,0.0473,0.05263,0.0,MSCI World
2025-09-30,P-158,CLT-1019,506.607,-0.0263,-0.01083,0.0,MSCI World
2025-10-31,P-158,CLT-1019,527.3,0.04085,0.03466,0.0,MSCI World
2025-11-30,P-158,CLT-1019,506.631,-0.0392,-0.05573,0.0,MSCI World
2025-12-31,P-158,CLT-1019,500.935,-0.01124,0.00574,0.0,MSCI World
2026-01-31,P-158,CLT-1019,534.502,0.06701,0.04243,0.0,MSCI World
2026-02-28,P-158,CLT-1019,544.3,0.01833,0.01377,0.0,MSCI World
2021-01-31,P-159,CLT-1020,381.216,-0.05153,-0.06004,0.0,MSCI World
2021-02-28,P-159,CLT-1020,397.508,0.04274,0.03127,0.0,MSCI World
2021-03-31,P-159,CLT-1020,437.341,0.10021,0.09212,0.0,MSCI World
2021-04-30,P-159,CLT-1020,454.35,0.03889,0.0382,0.0,MSCI World
2021-05-31,P-159,CLT-1020,453.575,-0.0017,-0.01147,0.0,MSCI World
2021-06-30,P-159,CLT-1020,468.728,0.03341,0.03022,0.0,MSCI World
2021-07-31,P-159,CLT-1020,508.52,0.0849,0.076,0.0,MSCI World
2021-08-31,P-159,CLT-1020,551.007,0.08355,0.0739,0.0,MSCI World
2021-09-30,P-159,CLT-1020,529.043,-0.03986,-0.03385,0.0,MSCI World
2021-10-31,P-159,CLT-1020,548.3,0.0364,0.02953,0.0,MSCI World
2021-11-30,P-159,CLT-1020,549.259,0.00175,0.00155,0.0,MSCI World
2021-12-31,P-159,CLT-1020,573.601,0.04432,0.04193,0.0,MSCI World
2022-01-31,P-159,CLT-1020,580.218,0.01154,0.00922,0.0,MSCI World
2022-02-28,P-159,CLT-1020,519.883,-0.10399,-0.10602,0.0,MSCI World
2022-03-31,P-159,CLT-1020,514.921,-0.00954,-0.0214,0.0,MSCI World
2022-04-30,P-159,CLT-1020,511.617,-0.00642,0.00148,0.0,MSCI World
2022-05-31,P-159,CLT-1020,472.12,-0.0772,-0.06687,-23.73,MSCI World
2022-06-30,P-159,CLT-1020,474.819,0.00572,0.01749,0.0,MSCI World
2022-07-31,P-159,CLT-1020,445.44,-0.06187,-0.07063,0.0,MSCI World
2022-08-31,P-159,CLT-1020,425.798,-0.0441,-0.04025,0.0,MSCI World
2022-09-30,P-159,CLT-1020,447.794,0.05166,0.04931,0.0,MSCI World
2022-10-31,P-159,CLT-1020,428.464,-0.04317,-0.04383,-10.45,MSCI World
2022-11-30,P-159,CLT-1020,433.853,0.01258,0.01719,0.0,MSCI World
2022-12-31,P-159,CLT-1020,402.194,-0.07297,-0.08023,0.0,MSCI World
2023-01-31,P-159,CLT-1020,440.748,0.09586,0.09529,0.0,MSCI World
2023-02-28,P-159,CLT-1020,438.649,-0.00476,-0.00458,0.0,MSCI World
2023-03-31,P-159,CLT-1020,445.313,0.01519,0.01216,0.0,MSCI World
2023-04-30,P-159,CLT-1020,455.123,0.02203,0.01566,0.0,MSCI World
2023-05-31,P-159,CLT-1020,468.089,0.02849,0.0336,-29.28,MSCI World
2023-06-30,P-159,CLT-1020,445.614,-0.04801,-0.05542,0.0,MSCI World
2023-07-31,P-159,CLT-1020,454.213,0.0193,0.00794,0.0,MSCI World
2023-08-31,P-159,CLT-1020,441.626,-0.02771,-0.01941,0.0,MSCI World
2023-09-30,P-159,CLT-1020,415.478,-0.05921,-0.06255,0.0,MSCI World
2023-10-31,P-159,CLT-1020,435.772,0.04885,0.04949,-27.37,MSCI World
2023-11-30,P-159,CLT-1020,435.619,-0.00035,-0.00657,0.0,MSCI World
2023-12-31,P-159,CLT-1020,440.605,0.01145,0.01832,0.0,MSCI World
2024-01-31,P-159,CLT-1020,453.062,0.02827,0.01569,0.0,MSCI World
2024-02-29,P-159,CLT-1020,446.087,-0.01539,-0.00585,0.0,MSCI World
2024-03-31,P-159,CLT-1020,486.507,0.09061,0.09084,0.0,MSCI World
2024-04-30,P-159,CLT-1020,491.664,0.0106,0.00619,0.0,MSCI World
2024-05-31,P-159,CLT-1020,462.02,-0.06029,-0.05705,0.0,MSCI World
2024-06-30,P-159,CLT-1020,456.054,-0.01291,-0.00859,0.0,MSCI World
2024-07-31,P-159,CLT-1020,470.67,0.03205,0.02908,0.0,MSCI World
2024-08-31,P-159,CLT-1020,485.936,0.03244,0.03046,0.0,MSCI World
2024-09-30,P-159,CLT-1020,468.5,-0.03588,-0.03737,0.0,MSCI World
2024-10-31,P-159,CLT-1020,493.979,0.05439,0.04707,14.43,MSCI World
2024-11-30,P-159,CLT-1020,460.944,-0.06688,-0.06562,0.0,MSCI World
2024-12-31,P-159,CLT-1020,488.456,0.05969,0.05606,0.0,MSCI World
2025-01-31,P-159,CLT-1020,464.484,-0.04908,-0.04706,-21.61,MSCI World
2025-02-28,P-159,CLT-1020,461.853,-0.00566,-0.0013,-20.06,MSCI World
2025-03-31,P-159,CLT-1020,485.973,0.05222,0.05273,0.0,MSCI World
2025-04-30,P-159,CLT-1020,491.42,0.01121,0.01317,-11.26,MSCI World
2025-05-31,P-159,CLT-1020,511.435,0.04073,0.04235,0.0,MSCI World
2025-06-30,P-159,CLT-1020,533.667,0.04347,0.03406,0.0,MSCI World
2025-07-31,P-159,CLT-1020,566.602,0.06171,0.06201,0.0,MSCI World
2025-08-31,P-159,CLT-1020,594.673,0.04954,0.05263,0.0,MSCI World
2025-09-30,P-159,CLT-1020,589.207,-0.00919,-0.01083,0.0,MSCI World
2025-10-31,P-159,CLT-1020,610.9,0.03682,0.03466,-48.48,MSCI World
2025-11-30,P-159,CLT-1020,572.78,-0.0624,-0.05573,0.0,MSCI World
2025-12-31,P-159,CLT-1020,575.728,0.00515,0.00574,0.0,MSCI World
2026-01-31,P-159,CLT-1020,599.653,0.04156,0.04243,0.0,MSCI World
2026-02-28,P-159,CLT-1020,608.07,0.01404,0.01377,0.0,MSCI World
2021-01-31,P-160,CLT-1020,1220.775,0.02233,0.01155,0.0,Bloomberg Global Aggregate
2021-02-28,P-160,CLT-1020,1223.595,0.00231,-0.00084,0.0,Bloomberg Global Aggregate
2021-03-31,P-160,CLT-1020,1274.558,0.04165,0.02435,0.0,Bloomberg Global Aggregate
2021-04-30,P-160,CLT-1020,1278.227,0.00288,0.00166,0.0,Bloomberg Global Aggregate
2021-05-31,P-160,CLT-1020,1302.309,0.01884,-0.00557,51.26,Bloomberg Global Aggregate
2021-06-30,P-160,CLT-1020,1322.101,0.0152,0.0198,0.0,Bloomberg Global Aggregate
2021-07-31,P-160,CLT-1020,1280.048,-0.03181,-0.0232,0.0,Bloomberg Global Aggregate
2021-08-31,P-160,CLT-1020,1306.978,0.02104,0.01257,0.0,Bloomberg Global Aggregate
2021-09-30,P-160,CLT-1020,1310.467,0.00267,-0.01639,0.0,Bloomberg Global Aggregate
2021-10-31,P-160,CLT-1020,1324.405,0.01064,0.02715,0.0,Bloomberg Global Aggregate
2021-11-30,P-160,CLT-1020,1320.546,-0.00291,-0.00173,0.0,Bloomberg Global Aggregate
2021-12-31,P-160,CLT-1020,1319.424,-0.00085,0.0057,40.13,Bloomberg Global Aggregate
2022-01-31,P-160,CLT-1020,1318.28,-0.00087,-0.00409,0.0,Bloomberg Global Aggregate
2022-02-28,P-160,CLT-1020,1256.928,-0.04654,-0.04804,0.0,Bloomberg Global Aggregate
2022-03-31,P-160,CLT-1020,1250.367,-0.00522,-0.02404,0.0,Bloomberg Global Aggregate
2022-04-30,P-160,CLT-1020,1260.013,0.00771,0.00775,0.0,Bloomberg Global Aggregate
2022-05-31,P-160,CLT-1020,1289.814,0.02365,0.00445,76.09,Bloomberg Global Aggregate
2022-06-30,P-160,CLT-1020,1277.9,-0.00924,-0.00652,0.0,Bloomberg Global Aggregate
2022-07-31,P-160,CLT-1020,1247.529,-0.02377,-0.03715,-55.72,Bloomberg Global Aggregate
2022-08-31,P-160,CLT-1020,1251.884,0.00349,-0.00085,0.0,Bloomberg Global Aggregate
2022-09-30,P-160,CLT-1020,1283.633,0.02536,0.00155,0.0,Bloomberg Global Aggregate
2022-10-31,P-160,CLT-1020,1246.748,-0.02873,-0.01095,0.0,Bloomberg Global Aggregate
2022-11-30,P-160,CLT-1020,1243.502,-0.0026,0.01112,0.0,Bloomberg Global Aggregate
2022-12-31,P-160,CLT-1020,1244.086,0.00047,-0.02466,0.0,Bloomberg Global Aggregate
2023-01-31,P-160,CLT-1020,1226.0,-0.01454,-0.0064,0.0,Bloomberg Global Aggregate
2023-02-28,P-160,CLT-1020,1163.757,-0.05077,-0.04345,0.0,Bloomberg Global Aggregate
2023-03-31,P-160,CLT-1020,1175.908,0.01044,0.02043,0.0,Bloomberg Global Aggregate
2023-04-30,P-160,CLT-1020,1205.686,0.02532,0.00906,95.11,Bloomberg Global Aggregate
2023-05-31,P-160,CLT-1020,1153.51,-0.04327,-0.02839,0.0,Bloomberg Global Aggregate
2023-06-30,P-160,CLT-1020,1121.018,-0.02817,-0.02983,0.0,Bloomberg Global Aggregate
2023-07-31,P-160,CLT-1020,1103.889,-0.01528,-0.01321,0.0,Bloomberg Global Aggregate
2023-08-31,P-160,CLT-1020,1140.178,0.03287,0.01806,0.0,Bloomberg Global Aggregate
2023-09-30,P-160,CLT-1020,1130.592,-0.00841,-0.00247,0.0,Bloomberg Global Aggregate
2023-10-31,P-160,CLT-1020,1124.74,-0.00518,-0.01193,0.0,Bloomberg Global Aggregate
2023-11-30,P-160,CLT-1020,1091.527,-0.02953,-0.01571,0.0,Bloomberg Global Aggregate
2023-12-31,P-160,CLT-1020,1107.148,0.01431,-0.01655,0.0,Bloomberg Global Aggregate
2024-01-31,P-160,CLT-1020,1068.562,-0.03485,-0.03312,0.0,Bloomberg Global Aggregate
2024-02-29,P-160,CLT-1020,1049.325,-0.018,-0.01949,0.0,Bloomberg Global Aggregate
2024-03-31,P-160,CLT-1020,1055.529,0.00591,-0.01692,0.0,Bloomberg Global Aggregate
2024-04-30,P-160,CLT-1020,1065.808,0.00974,0.01598,0.0,Bloomberg Global Aggregate
2024-05-31,P-160,CLT-1020,1090.38,0.02305,6e-05,0.0,Bloomberg Global Aggregate
2024-06-30,P-160,CLT-1020,1072.619,-0.01629,-0.01232,0.0,Bloomberg Global Aggregate
2024-07-31,P-160,CLT-1020,1133.318,0.05659,0.04651,0.0,Bloomberg Global Aggregate
2024-08-31,P-160,CLT-1020,1115.927,-0.01535,-0.00929,0.0,Bloomberg Global Aggregate
2024-09-30,P-160,CLT-1020,1125.805,0.00885,0.02507,0.0,Bloomberg Global Aggregate
2024-10-31,P-160,CLT-1020,1171.213,0.04033,0.03358,0.0,Bloomberg Global Aggregate
2024-11-30,P-160,CLT-1020,1151.747,-0.01662,-0.02629,0.0,Bloomberg Global Aggregate
2024-12-31,P-160,CLT-1020,1138.918,-0.01114,0.00455,0.0,Bloomberg Global Aggregate
2025-01-31,P-160,CLT-1020,1128.492,-0.00915,-0.00654,0.0,Bloomberg Global Aggregate
2025-02-28,P-160,CLT-1020,1138.506,0.00887,-0.00807,0.0,Bloomberg Global Aggregate
2025-03-31,P-160,CLT-1020,1164.399,0.02274,0.01359,0.0,Bloomberg Global Aggregate
2025-04-30,P-160,CLT-1020,1150.107,-0.01227,-0.00852,0.0,Bloomberg Global Aggregate
2025-05-31,P-160,CLT-1020,1135.712,-0.01252,-0.00614,0.0,Bloomberg Global Aggregate
2025-06-30,P-160,CLT-1020,1165.98,0.02665,1e-05,58.21,Bloomberg Global Aggregate
2025-07-31,P-160,CLT-1020,1141.223,-0.02123,-0.00384,0.0,Bloomberg Global Aggregate
2025-08-31,P-160,CLT-1020,1120.396,-0.01825,-0.01885,0.0,Bloomberg Global Aggregate
2025-09-30,P-160,CLT-1020,1120.931,0.00048,0.0181,0.0,Bloomberg Global Aggregate
2025-10-31,P-160,CLT-1020,1167.187,0.04127,0.02284,0.0,Bloomberg Global Aggregate
2025-11-30,P-160,CLT-1020,1179.903,0.01089,0.00961,0.0,Bloomberg Global Aggregate
2025-12-31,P-160,CLT-1020,1179.648,-0.00022,-0.0039,0.0,Bloomberg Global Aggregate
2026-01-31,P-160,CLT-1020,1211.755,0.02722,-0.01007,0.0,Bloomberg Global Aggregate
2026-02-28,P-160,CLT-1020,1191.93,-0.01636,-0.01004,0.0,Bloomberg Global Aggregate
2021-01-31,P-161,CLT-1021,345.931,0.02534,0.01155,0.0,Bloomberg Global Aggregate
2021-02-28,P-161,CLT-1021,344.365,-0.00453,-0.00084,20.28,Bloomberg Global Aggregate
2021-03-31,P-161,CLT-1021,351.923,0.02195,0.02435,0.0,Bloomberg Global Aggregate
2021-04-30,P-161,CLT-1021,359.921,0.02273,0.00166,14.6,Bloomberg Global Aggregate
2021-05-31,P-161,CLT-1021,357.264,-0.00738,-0.00557,0.0,Bloomberg Global Aggregate
2021-06-30,P-161,CLT-1021,360.147,0.00807,0.0198,-24.52,Bloomberg Global Aggregate
2021-07-31,P-161,CLT-1021,352.442,-0.02139,-0.0232,0.0,Bloomberg Global Aggregate
2021-08-31,P-161,CLT-1021,356.199,0.01066,0.01257,0.0,Bloomberg Global Aggregate
2021-09-30,P-161,CLT-1021,351.251,-0.01389,-0.01639,0.0,Bloomberg Global Aggregate
2021-10-31,P-161,CLT-1021,360.227,0.02556,0.02715,0.0,Bloomberg Global Aggregate
2021-11-30,P-161,CLT-1021,365.949,0.01588,-0.00173,0.0,Bloomberg Global Aggregate
2021-12-31,P-161,CLT-1021,369.518,0.00975,0.0057,0.0,Bloomberg Global Aggregate
